,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
1722,0,0,0,300,300,58,6,3,22,0
1984,5,0,0,300,300,68,22,6,13,0
3197,6,1,1,110,110,55,15,6,4,0
844,6,0,1,110,110,60,18,3,20,0
4091,2,1,2,0,0,74,22,5,14,0
1739,5,1,0,300,300,39,25,1,14,0
100,2,1,2,0,0,57,16,0,15,0
2164,1,0,2,90,90,51,15,6,18,0
3848,6,0,1,130,130,71,23,1,5,0
3053,0,1,0,290,290,49,5,0,2,0
3648,0,0,0,340,340,67,17,4,15,0
882,0,0,0,290,290,77,14,1,9,0
214,6,0,1,140,140,71,14,6,1,0
2622,5,0,0,350,350,49,4,6,3,0
892,5,0,0,290,290,78,6,0,8,0
4823,3,1,0,145,145,82,30,6,2,0
1738,2,1,2,0,0,63,24,0,12,0
890,1,0,2,60,60,90,26,5,3,0
1632,1,0,2,70,70,62,25,4,19,0
4971,0,1,0,330,330,82,23,4,12,0
3957,1,1,2,100,100,88,21,6,9,0
4217,2,1,2,0,0,65,6,5,15,0
948,5,0,0,290,290,63,3,2,8,0
2182,4,0,1,115,115,55,16,4,5,0
3024,3,0,0,130,130,73,9,1,12,0
3212,4,0,1,100,100,43,30,6,15,0
2419,6,1,1,125,125,90,5,6,18,0
3510,2,1,2,0,0,61,22,6,8,0
4313,0,1,0,300,300,47,15,3,8,0
331,2,1,2,0,0,83,11,4,18,0
56,0,0,0,350,350,50,3,5,18,0
2100,0,0,0,330,330,61,21,4,8,0
2968,3,0,0,180,180,44,17,3,23,0
113,1,1,2,120,120,89,2,1,12,0
3577,3,1,0,150,150,93,24,3,23,0
728,0,0,0,290,290,44,4,2,13,0
3208,1,0,2,60,60,51,22,0,2,0
1466,5,0,0,340,340,49,20,6,18,0
3476,5,0,0,290,290,57,4,3,10,0
4857,4,1,1,115,115,91,29,6,23,0
4629,1,1,2,90,90,89,1,5,13,0
1180,6,0,1,130,130,58,6,0,3,0
791,0,1,0,290,290,35,19,2,12,0
2160,6,0,1,125,125,45,1,3,16,0
2277,2,1,2,0,0,79,7,4,2,0
2330,3,0,0,145,145,67,24,6,6,0
4272,1,0,2,70,70,46,16,0,0,0
4034,1,0,2,70,70,55,18,4,21,0
3468,2,1,2,0,0,44,19,5,7,0
2080,1,0,2,90,90,55,28,4,2,0
3009,4,1,1,100,100,86,24,2,21,0
176,1,0,2,120,120,56,6,1,7,0
1531,4,1,1,110,110,65,28,6,23,0
3852,1,0,2,100,100,67,31,0,19,0
1961,1,1,2,70,70,79,29,4,16,0
3420,5,0,0,290,290,71,12,0,12,0
4878,4,0,1,115,115,53,22,6,12,0
4024,4,0,1,110,110,72,29,3,11,0
2572,2,1,2,0,0,53,30,6,13,0
153,3,1,0,180,180,97,11,6,17,0
1070,3,0,0,150,150,45,18,2,0,0
533,1,1,2,60,60,82,9,5,15,0
1867,4,1,1,110,110,59,20,1,8,0
1345,1,1,2,100,100,93,19,4,12,0
1280,3,0,0,150,150,70,8,2,20,0
3498,6,0,1,110,110,51,6,5,14,0
1241,2,1,2,0,0,81,30,5,23,0
2906,0,0,0,350,350,57,12,3,3,0
4359,6,1,1,120,120,49,7,0,23,0
3748,2,1,2,0,0,46,26,0,22,0
4599,3,1,0,145,145,96,7,5,5,0
1245,3,1,0,150,150,86,4,2,16,0
4220,4,0,1,110,110,48,25,6,13,0
2442,3,0,0,145,145,71,17,5,3,0
1714,3,0,0,140,140,40,29,2,4,0
4127,5,1,0,300,300,75,15,2,17,0
3770,5,0,0,340,340,53,25,6,2,0
4430,4,0,1,110,110,62,1,5,14,0
1925,0,1,0,300,300,81,23,2,3,0
1383,6,1,1,130,130,93,26,0,2,0
3120,6,0,1,110,110,43,30,6,18,0
3966,5,0,0,340,340,49,21,2,4,0
4708,5,0,0,330,330,48,5,6,10,0
4820,5,0,0,330,330,57,10,5,3,0
1073,2,1,2,0,0,86,21,5,14,0
3309,6,1,1,110,110,65,21,0,16,0
4045,4,1,1,110,110,80,21,2,23,0
1036,0,0,0,340,340,61,1,3,11,0
3236,1,0,2,60,60,48,4,6,23,0
4746,3,0,0,145,145,68,10,3,21,0
1375,5,1,0,340,340,96,18,6,17,0
4877,6,1,1,125,125,92,3,1,20,0
351,1,1,2,120,120,86,31,3,22,0
1079,1,1,2,100,100,84,27,4,17,0
4308,2,1,2,0,0,49,18,1,3,0
3321,2,1,2,0,0,56,29,3,3,0
3914,0,0,0,340,340,66,10,5,17,0
2988,4,0,1,160,160,63,14,5,19,0
2091,4,1,1,115,115,84,8,0,22,0
4431,3,1,0,140,140,84,16,6,6,0
1207,5,1,0,340,340,98,2,6,11,0
3623,5,1,0,340,340,83,26,1,14,0
3672,5,0,0,340,340,45,3,2,1,0
4813,5,1,0,330,330,83,11,2,15,0
4326,3,0,0,140,140,47,23,1,17,0
368,6,0,1,140,140,67,17,6,7,0
4363,1,1,2,70,70,53,15,6,12,0
3946,6,0,1,130,130,64,17,1,7,0
3496,2,1,2,0,0,62,2,6,7,0
4561,5,1,0,330,330,86,4,3,19,0
595,0,1,0,290,290,53,20,1,9,0
4121,6,1,1,120,120,70,2,2,21,0
1646,1,0,2,70,70,65,11,0,6,0
1514,2,1,2,0,0,82,10,2,8,0
2138,5,0,0,330,330,49,20,1,10,0
808,5,0,0,290,290,45,28,0,2,0
3713,2,1,2,0,0,80,8,2,12,0
4725,3,1,0,145,145,76,20,6,8,0
4861,2,1,2,0,0,84,6,5,13,0
2826,6,0,1,140,140,49,20,5,5,0
4848,5,0,0,330,330,68,24,5,4,0
2157,1,1,2,90,90,84,29,0,20,0
729,1,1,2,60,60,59,5,3,19,0
3348,1,0,2,60,60,65,25,3,2,0
3980,5,0,0,340,340,62,16,4,4,0
236,4,0,1,160,160,53,5,0,13,0
1505,0,1,0,300,300,63,1,0,12,0
4205,6,1,1,120,120,111,13,1,22,0
4155,5,1,0,300,300,82,24,5,17,0
2839,5,1,0,350,350,77,28,1,13,0
3787,3,1,0,150,150,82,8,0,0,0
3612,3,0,0,150,150,62,31,0,12,0
2722,4,0,1,160,160,61,22,4,21,0
3391,2,1,2,0,0,90,4,3,5,0
1494,5,0,0,340,340,54,17,6,18,0
683,6,1,1,110,110,48,18,6,20,0
1622,4,0,1,110,110,62,13,6,20,0
2319,2,1,2,0,0,93,17,3,5,0
1511,3,1,0,140,140,68,7,6,1,0
1033,6,1,1,130,130,88,10,1,19,0
2079,0,1,0,330,330,95,27,3,20,0
3676,0,0,0,340,340,50,10,0,15,0
3932,6,0,1,130,130,47,3,0,7,0
1231,3,1,0,150,150,87,24,6,18,0
3246,6,0,1,110,110,20,24,1,9,0
355,4,1,1,160,160,82,4,0,15,0
2113,3,1,0,145,145,81,5,2,4,0
3182,5,0,0,290,290,57,12,0,13,0
943,4,1,1,100,100,58,1,6,18,0
237,3,1,0,180,180,77,6,1,18,0
1226,1,0,2,100,100,68,21,4,8,0
4565,0,1,0,330,330,82,13,3,9,0
4761,0,1,0,330,330,93,22,0,12,0
3146,2,1,2,0,0,40,10,5,11,0
2964,2,1,2,0,0,53,10,5,9,0
4901,0,1,0,330,330,92,15,2,7,0
1649,6,1,1,120,120,68,16,5,18,0
1978,6,0,1,120,120,55,16,0,23,0
1061,6,1,1,130,130,88,9,0,4,0
3447,2,1,2,0,0,62,3,6,20,0
2493,1,1,2,90,90,97,23,6,21,0
1389,5,1,0,340,340,82,4,6,3,0
3511,5,1,0,340,340,89,7,0,23,0
2850,0,0,0,350,350,62,25,6,15,0
3130,0,0,0,290,290,52,11,0,5,0
2766,0,0,0,350,350,67,2,0,3,0
3607,1,1,2,100,100,85,8,0,6,0
4722,5,0,0,330,330,63,28,2,10,0
1776,4,0,1,110,110,51,9,4,9,0
2558,2,1,2,0,0,58,5,5,13,0
1866,6,0,1,120,120,44,19,0,5,0
3542,3,0,0,150,150,48,17,2,22,0
115,5,1,0,350,350,79,4,3,22,0
4835,6,1,1,125,125,79,21,5,19,0
3125,2,1,2,0,0,48,20,1,0,0
2735,6,1,1,140,140,88,23,1,5,0
3217,5,1,0,290,290,48,20,1,20,0
3112,5,0,0,290,290,46,15,2,15,0
230,3,0,0,180,180,68,30,1,7,0
366,2,1,2,0,0,44,15,4,21,0
2384,6,0,1,125,125,67,14,2,12,0
3786,4,0,1,120,120,47,22,5,8,0
600,4,0,1,100,100,54,25,6,16,0
1710,2,1,2,0,0,55,23,3,18,0
2318,1,0,2,90,90,64,12,3,3,0
3007,5,1,0,290,290,93,29,5,14,0
4844,3,0,0,145,145,69,20,3,14,0
30,2,1,2,0,0,57,5,0,13,0
4817,0,1,0,330,330,81,18,1,5,0
4570,4,0,1,115,115,65,4,6,14,0
2499,0,1,0,330,330,86,3,4,11,0
3789,1,1,2,100,100,89,9,4,7,0
2960,4,0,1,160,160,47,1,0,20,0
1459,5,1,0,340,340,91,13,6,11,0
2675,0,1,0,350,350,82,11,2,4,0
3302,6,0,1,110,110,45,5,0,18,0
1783,4,1,1,110,110,45,18,6,1,0
4651,2,1,2,0,0,77,11,1,17,0
2799,4,1,1,160,160,97,5,4,8,0
2375,2,1,2,0,0,84,18,6,15,0
2772,3,0,0,180,180,47,12,4,0,0
4050,5,0,0,300,300,65,4,6,4,0
2070,4,0,1,115,115,65,11,3,16,0
1235,5,1,0,340,340,90,24,6,16,0
1428,0,0,0,340,340,56,12,3,22,0
2579,2,1,2,0,0,76,21,5,2,0
3267,6,1,1,110,110,76,17,1,19,0
1682,2,1,2,0,0,75,22,6,23,0
1734,4,0,1,110,110,57,20,3,2,0
1909,4,1,1,110,110,50,7,0,1,0
347,6,1,1,140,140,93,27,6,2,0
668,5,0,0,290,290,60,3,5,1,0
2678,5,0,0,350,350,69,3,0,2,0
253,1,1,2,120,120,82,22,3,22,0
2256,2,1,2,0,0,50,26,4,3,0
4474,0,0,0,300,300,44,18,1,21,0
3825,2,1,2,0,0,95,7,6,11,0
1479,2,1,2,0,0,79,2,5,2,0
4504,2,1,2,0,0,48,8,3,3,0
4597,6,1,1,125,125,88,3,6,22,0
2891,3,1,0,180,180,85,20,5,23,0
4348,0,0,0,300,300,59,5,0,20,0
2074,2,1,2,0,0,61,15,0,17,0
1492,1,0,2,100,100,61,15,4,9,0
1384,4,0,1,120,120,58,27,1,6,0
291,6,1,1,140,140,79,1,6,16,0
2640,0,0,0,350,350,59,10,0,16,0
252,0,0,0,350,350,56,21,2,18,0
3424,0,0,0,290,290,75,19,5,1,0
1288,0,0,0,340,340,61,16,3,12,0
2716,3,0,0,180,180,52,15,3,0,0
2420,4,0,1,115,115,48,10,0,21,0
4346,4,0,1,110,110,51,2,1,13,0
4352,6,0,1,120,120,50,11,3,11,0
1239,0,1,0,340,340,97,28,3,14,0
2576,3,0,0,180,180,69,26,0,3,0
382,6,0,1,140,140,69,9,1,2,0
4021,2,1,2,0,0,80,7,6,13,0
2265,6,1,1,125,125,86,26,2,23,0
2998,1,0,2,120,120,48,28,4,5,0
4345,6,1,1,120,120,47,16,6,22,0
135,2,1,2,0,0,77,24,2,2,0
3584,3,0,0,150,150,61,20,3,12,0
2604,3,0,0,180,180,63,1,6,13,0
2698,2,1,2,0,0,46,2,3,23,0
1351,0,1,0,340,340,82,25,3,13,0
1884,1,0,2,70,70,51,12,3,16,0
4630,2,1,2,0,0,52,16,6,4,0
3793,4,1,1,120,120,92,19,3,20,0
1780,2,1,2,0,0,43,13,1,18,0
3054,1,0,2,60,60,52,24,5,18,0
3480,0,0,0,290,290,46,11,1,0,0
1277,5,1,0,340,340,86,5,6,6,0
3205,4,1,1,100,100,58,3,0,4,0
263,6,1,1,140,140,89,4,6,23,0
525,0,1,0,290,290,74,1,4,3,0
3357,5,1,0,290,290,78,27,2,19,0
3351,6,1,1,110,110,98,20,1,0,0
2226,0,0,0,330,330,58,25,6,7,0
1175,3,1,0,150,150,86,1,2,3,0
1944,4,0,1,110,110,57,12,1,7,0
1317,1,1,2,100,100,89,14,4,11,0
3617,6,1,1,130,130,92,15,3,17,0
623,0,1,0,290,290,45,20,1,16,0
4653,6,1,1,125,125,91,12,4,0,0
4100,6,0,1,120,120,70,22,1,9,0
2984,1,0,2,120,120,69,5,0,6,0
3380,4,0,1,100,100,60,6,4,6,0
4399,2,1,2,0,0,46,18,6,15,0
991,6,1,1,110,110,84,26,3,10,0
4388,4,0,1,110,110,43,12,2,14,0
2241,1,1,2,90,90,74,29,6,17,0
2724,0,0,0,350,350,49,26,3,4,0
3486,3,0,0,130,130,64,14,2,20,0
619,5,1,0,290,290,54,16,4,14,0
1192,2,1,2,0,0,51,18,5,14,0
4610,5,0,0,330,330,71,12,4,8,0
4457,6,1,1,120,120,91,3,0,23,0
4671,1,1,2,90,90,84,14,2,14,0
2926,3,0,0,180,180,61,9,5,0,0
4330,5,0,0,300,300,54,31,0,6,0
1087,2,1,2,0,0,78,5,5,10,0
1784,3,0,0,140,140,55,19,0,3,0
708,1,0,2,60,60,51,15,3,8,0
3387,4,1,1,100,100,95,5,0,16,0
2802,1,0,2,120,120,64,4,1,19,0
1666,0,0,0,300,300,68,5,3,9,0
3445,0,1,0,290,290,60,30,0,13,0
4148,5,0,0,300,300,72,29,6,5,0
688,2,1,2,0,0,47,23,4,4,0
3488,1,0,2,60,60,50,18,2,3,0
2093,0,1,0,330,330,94,14,4,12,0
3976,3,0,0,150,150,67,9,6,14,0
4368,3,0,0,140,140,54,10,2,17,0
1040,6,0,1,130,130,66,23,4,17,0
4799,5,1,0,330,330,76,14,2,15,0
471,2,1,2,0,0,95,8,6,2,0
1824,6,0,1,120,120,58,3,2,3,0
1066,2,1,2,0,0,53,14,5,3,0
231,0,1,0,350,350,96,31,2,11,0
3324,4,0,1,100,100,87,6,5,1,0
681,2,1,2,0,0,42,16,4,9,0
1938,3,0,0,140,140,63,6,2,16,0
1334,6,0,1,130,130,50,8,0,14,0
2805,6,1,1,140,140,86,25,3,17,0
2045,1,1,2,90,90,81,22,5,11,0
2174,6,0,1,125,125,53,7,2,13,0
4787,4,1,1,115,115,87,21,5,22,0
2201,5,1,0,330,330,96,6,0,23,0
2817,2,1,2,0,0,89,18,5,10,0
1447,4,1,1,120,120,93,1,1,8,0
4165,3,1,0,140,140,78,13,6,3,0
3560,5,0,0,340,340,59,13,0,0,0
384,3,0,0,180,180,49,11,3,10,0
1506,1,0,2,70,70,67,2,1,13,0
3233,4,1,1,100,100,50,17,0,2,0
2905,3,1,0,180,180,93,23,5,12,0
2893,1,1,2,120,120,79,23,4,6,0
3991,0,1,0,340,340,82,24,3,5,0
1698,6,0,1,120,120,60,10,4,14,0
3389,0,1,0,290,290,88,10,0,23,0
2861,6,1,1,140,140,92,4,1,17,0
3068,1,0,2,60,60,48,20,5,18,0
4485,6,1,1,120,120,91,22,3,22,0
3064,6,0,1,110,110,56,14,1,4,0
4545,1,1,2,90,90,81,5,4,13,0
3069,2,1,2,0,0,60,4,6,9,0
4320,0,0,0,300,300,57,11,2,20,0
4328,1,0,2,70,70,44,27,1,0,0
1921,5,1,0,300,300,88,19,5,2,0
2424,2,1,2,0,0,52,10,5,6,0
1902,4,0,1,110,110,47,30,0,5,0
3060,0,0,0,290,290,44,7,3,14,0
1761,6,1,1,120,120,43,23,1,22,0
1234,2,1,2,0,0,65,23,5,23,0
4689,4,1,1,115,115,91,16,6,4,0
2413,4,1,1,115,115,75,24,0,5,0
3017,3,1,0,130,130,66,10,6,0,0
2916,5,0,0,350,350,67,29,5,13,0
270,6,0,1,140,140,62,11,6,8,0
3156,4,0,1,100,100,53,27,0,21,0
4423,4,1,1,110,110,72,3,3,1,0
1167,4,1,1,120,120,90,24,1,13,0
3911,6,1,1,130,130,98,18,1,19,0
4805,2,1,2,0,0,85,24,5,11,0
2293,6,1,1,125,125,82,26,6,16,0
4546,2,1,2,0,0,60,22,0,4,0
2325,1,1,2,90,90,90,16,6,18,0
3072,4,0,1,100,100,49,27,3,7,0
2797,5,1,0,350,350,83,9,6,1,0
1988,0,0,0,300,300,56,26,3,13,0
2593,2,1,2,0,0,83,17,0,2,0
254,2,1,2,0,0,70,23,4,4,0
2291,2,1,2,0,0,91,16,5,12,0
1528,2,1,2,0,0,68,25,3,16,0
1724,2,1,2,0,0,53,9,6,3,0
707,0,1,0,290,290,47,14,2,2,0
3071,6,1,1,110,110,57,8,5,16,0
3241,3,1,0,130,130,52,2,2,4,0
149,2,1,2,0,0,73,7,2,23,0
2021,4,1,1,115,115,76,29,2,5,0
4713,1,1,2,90,90,97,31,2,15,0
2272,6,0,1,125,125,47,12,1,15,0
3340,0,0,0,290,290,89,30,6,1,0
2069,6,1,1,125,125,84,10,2,9,0
2273,4,1,1,115,115,84,17,1,17,0
33,4,1,1,160,160,89,8,3,5,0
4603,5,1,0,330,330,79,13,3,19,0
3187,1,1,2,60,60,53,26,4,18,0
3776,2,1,2,0,0,62,4,2,22,0
287,0,1,0,350,350,96,28,2,21,0
4560,2,1,2,0,0,62,15,5,4,0
1081,5,1,0,340,340,97,29,6,5,0
3771,6,1,1,130,130,80,12,3,17,0
2049,4,1,1,115,115,77,26,2,12,0
4502,0,0,0,330,330,66,7,6,20,0
449,1,1,2,120,120,93,17,5,14,0
853,3,1,0,130,130,35,14,4,16,0
1525,3,1,0,140,140,75,22,0,9,0
1790,4,0,1,110,110,52,25,6,17,0
4922,0,0,0,330,330,63,7,1,20,0
335,3,1,0,180,180,81,15,1,14,0
3172,0,0,0,290,290,66,26,5,3,0
3755,2,1,2,0,0,91,26,3,10,0
3495,1,1,2,60,60,80,14,1,15,0
3792,6,0,1,130,130,65,31,5,5,0
4816,3,0,0,145,145,46,3,0,14,0
4544,0,0,0,330,330,46,19,2,21,0
2896,6,0,1,140,140,48,18,2,4,0
4294,2,1,2,0,0,47,23,0,3,0
2963,1,1,2,120,120,92,23,4,18,0
2189,4,1,1,115,115,91,29,4,20,0
2283,1,1,2,90,90,95,24,4,18,0
3929,1,1,2,100,100,83,12,3,8,0
1904,0,0,0,300,300,44,2,2,17,0
752,5,0,0,290,290,26,18,3,20,0
3047,1,1,2,60,60,50,26,4,6,0
1349,4,1,1,120,120,99,23,1,4,0
4903,2,1,2,0,0,105,19,2,14,0
3446,1,0,2,60,60,61,19,5,5,0
2670,2,1,2,0,0,47,18,2,23,0
563,5,1,0,290,290,43,19,4,4,0
4980,2,1,2,0,0,74,20,4,6,0
411,4,1,1,160,160,90,7,2,23,0
1590,1,0,2,70,70,70,6,4,17,0
874,3,0,0,130,130,54,22,0,15,0
541,2,1,2,0,0,43,17,6,7,0
2119,4,1,1,115,115,82,11,1,18,0
492,2,1,2,0,0,61,29,6,9,0
3005,1,1,2,60,60,81,24,5,7,0
1742,3,0,0,140,140,61,30,6,23,0
4637,2,1,2,0,0,85,14,5,16,0
3706,2,1,2,0,0,71,13,4,0,0
4266,2,1,2,0,0,48,6,5,4,0
2359,0,1,0,330,330,75,1,6,1,0
3881,2,1,2,0,0,75,24,1,11,0
1982,1,0,2,70,70,47,20,4,2,0
4510,1,0,2,90,90,46,22,1,0,0
4240,6,0,1,120,120,66,1,3,10,0
2489,6,1,1,125,125,77,3,4,12,0
3624,6,0,1,130,130,68,11,2,5,0
4765,6,1,1,125,125,86,27,1,3,0
2492,0,0,0,330,330,71,18,6,19,0
723,2,1,2,0,0,46,30,4,6,0
4513,6,1,1,125,125,93,10,1,22,0
4815,4,1,1,115,115,97,14,1,22,0
1676,5,0,0,300,300,80,16,0,9,0
289,2,1,2,0,0,85,30,4,7,0
4469,2,1,2,0,0,92,25,0,16,0
2650,5,0,0,350,350,56,19,5,2,0
3565,1,1,2,100,100,90,9,4,6,0
4006,1,0,2,70,70,67,24,2,22,0
4509,0,1,0,330,330,97,3,3,9,0
2773,0,1,0,350,350,73,27,5,15,0
4063,2,1,2,0,0,78,13,3,14,0
4075,0,1,0,300,300,63,23,4,7,0
4950,0,0,0,330,330,54,2,6,22,0
3680,6,0,1,130,130,58,3,5,5,0
4107,6,1,1,120,120,63,17,0,21,0
330,1,0,2,120,120,57,10,3,13,0
2681,3,1,0,180,180,76,22,0,0,0
1247,1,1,2,100,100,99,6,4,3,0
2294,4,0,1,115,115,56,1,0,18,0
3155,6,1,1,110,110,46,12,6,5,0
4854,2,1,2,0,0,53,6,2,1,0
3444,3,0,0,130,130,59,14,5,22,0
1747,6,1,1,120,120,49,6,5,11,0
55,3,1,0,180,180,92,2,4,14,0
762,3,0,0,130,130,36,19,4,18,0
3174,2,1,2,0,0,61,29,4,10,0
3554,6,0,1,130,130,57,2,2,15,0
3030,4,0,1,100,100,79,9,1,8,0
2476,4,0,1,115,115,49,18,2,7,0
978,4,0,1,100,100,68,6,5,8,0
2395,1,1,2,90,90,82,12,0,12,0
1637,3,1,0,140,140,72,1,4,9,0
4755,1,1,2,90,90,91,9,1,16,0
1105,3,1,0,150,150,98,23,2,0,0
4234,4,0,1,110,110,57,21,5,13,0
4677,0,1,0,330,330,89,23,4,11,0
4741,1,1,2,90,90,74,16,4,16,0
1314,4,0,1,120,120,54,11,1,19,0
3231,5,1,0,290,290,43,13,1,19,0
3144,0,0,0,290,290,48,4,6,4,0
1491,0,1,0,340,340,82,14,3,5,0
1227,2,1,2,0,0,96,22,5,13,0
3492,4,0,1,100,100,66,26,1,17,0
685,3,1,0,130,130,45,20,1,9,0
756,0,0,0,290,290,30,19,0,5,0
2060,2,1,2,0,0,62,8,0,13,0
448,0,0,0,350,350,66,16,4,10,0
3289,4,1,1,100,100,34,28,5,22,0
1937,4,1,1,110,110,77,5,1,10,0
879,6,1,1,110,110,44,29,6,3,0
2923,5,1,0,350,350,95,21,5,1,0
4185,4,1,1,110,110,77,19,3,2,0
2700,6,0,1,140,140,64,22,4,18,0
484,1,0,2,120,120,69,21,5,16,0
3004,0,0,0,290,290,46,9,4,16,0
4516,0,0,0,330,330,55,2,6,20,0
2361,2,1,2,0,0,84,11,1,6,0
4675,4,1,1,115,115,79,20,5,4,0
1627,5,1,0,300,300,75,20,6,7,0
2246,3,0,0,145,145,68,24,2,4,0
2047,5,1,0,330,330,88,24,0,0,0
1171,2,1,2,0,0,96,28,5,9,0
4156,6,0,1,120,120,63,13,3,9,0
1150,2,1,2,0,0,52,7,5,4,0
3670,1,0,2,100,100,67,30,3,19,0
261,2,1,2,0,0,79,2,4,14,0
4152,0,0,0,300,300,65,5,4,19,0
607,4,1,1,100,100,60,4,6,11,0
4218,5,0,0,300,300,42,21,6,7,0
3634,0,0,0,340,340,53,29,5,16,0
4623,2,1,2,0,0,76,20,0,16,0
409,5,1,0,350,350,82,5,0,13,0
947,2,1,2,0,0,62,28,2,13,0
3312,0,0,0,290,290,65,9,0,12,0
2511,6,1,1,140,140,81,11,6,7,0
2631,4,1,1,160,160,81,7,5,21,0
4401,6,1,1,120,120,53,21,5,22,0
2012,5,0,0,330,330,64,20,0,21,0
664,3,0,0,130,130,52,30,1,0,0
1546,3,0,0,140,140,72,15,3,10,0
457,2,1,2,0,0,82,25,6,6,0
2859,2,1,2,0,0,84,31,1,10,0
2132,6,0,1,125,125,66,14,2,23,0
4271,0,1,0,300,300,52,28,2,9,0
3084,5,0,0,290,290,50,11,2,0,0
4251,1,1,2,70,70,48,5,5,11,0
3544,1,0,2,100,100,60,21,2,5,0
422,2,1,2,0,0,66,18,6,4,0
4669,3,1,0,145,145,97,10,2,7,0
1642,6,0,1,120,120,72,6,2,21,0
816,6,0,1,110,110,86,17,5,20,0
3917,5,1,0,340,340,80,29,5,15,0
3974,6,0,1,130,130,53,5,6,7,0
1996,1,0,2,70,70,74,4,5,21,0
1736,0,0,0,300,300,60,22,5,7,0
4415,6,1,1,120,120,78,17,0,22,0
659,1,1,2,60,60,44,25,3,16,0
3415,4,1,1,100,100,66,26,2,6,0
2785,4,1,1,160,160,88,21,0,8,0
3524,2,1,2,0,0,52,18,1,7,0
3705,1,1,2,100,100,83,25,6,8,0
4642,0,0,0,330,330,57,7,5,22,0
4055,1,1,2,70,70,67,29,6,10,0
3382,0,0,0,290,290,77,10,4,12,0
2243,5,1,0,330,330,92,8,6,21,0
1236,6,0,1,130,130,53,25,0,13,0
602,0,0,0,290,290,56,27,1,5,0
3211,6,1,1,110,110,54,15,5,0,0
3322,5,0,0,290,290,87,9,6,18,0
3057,6,1,1,110,110,53,14,5,16,0
446,4,0,1,160,160,59,14,2,23,0
318,5,0,0,350,350,52,28,5,5,0
2721,6,1,1,140,140,78,7,3,5,0
2922,2,1,2,0,0,66,2,0,10,0
2039,2,1,2,0,0,92,16,6,22,0
129,5,1,0,350,350,96,18,3,22,0
3345,4,1,1,100,100,56,12,2,5,0
2730,3,0,0,180,180,68,5,0,0,0
337,1,1,2,120,120,88,17,3,0,0
4529,3,1,0,145,145,79,8,6,5,0
2000,4,0,1,115,115,52,8,2,23,0
3475,2,1,2,0,0,92,15,5,19,0
1193,5,1,0,340,340,76,19,6,18,0
2549,0,1,0,350,350,97,13,3,17,0
2425,5,1,0,330,330,95,16,4,8,0
1291,5,1,0,340,340,78,19,6,4,0
2408,0,0,0,330,330,58,29,4,18,0
299,4,1,1,160,160,97,9,0,6,0
4353,4,1,1,110,110,45,26,4,2,0
3928,0,0,0,340,340,56,27,2,17,0
1672,3,0,0,140,140,67,11,2,23,0
2680,4,0,1,160,160,49,7,6,9,0
1339,2,1,2,0,0,79,13,5,11,0
2566,5,0,0,350,350,62,18,1,16,0
4040,0,0,0,300,300,72,30,3,18,0
4204,5,0,0,300,300,57,26,0,7,0
1205,1,1,2,100,100,83,31,4,3,0
4269,4,1,1,110,110,57,26,0,2,0
204,1,0,2,120,120,55,4,3,22,0
3061,1,1,2,60,60,59,22,4,6,0
4221,3,1,0,140,140,50,14,4,5,0
4907,3,1,0,145,145,72,26,0,5,0
1613,5,1,0,300,300,68,3,3,23,0
1659,0,1,0,300,300,79,27,2,17,0
1395,2,1,2,0,0,92,10,5,4,0
4935,3,1,0,145,145,85,18,6,6,0
4120,5,0,0,300,300,65,17,1,5,0
4056,2,1,2,0,0,74,18,4,2,0
219,2,1,2,0,0,95,19,4,4,0
4646,6,0,1,125,125,46,15,5,12,0
4060,3,0,0,140,140,72,25,2,15,0
2645,4,1,1,160,160,80,23,4,21,0
4638,5,0,0,330,330,49,29,6,8,0
3126,5,0,0,290,290,60,4,2,15,0
1366,1,0,2,100,100,59,9,4,3,0
826,0,0,0,290,290,76,18,6,18,0
4976,4,0,1,115,115,49,15,3,17,0
3598,3,0,0,150,150,63,5,5,11,0
4745,4,1,1,115,115,83,6,4,23,0
4853,1,1,2,90,90,88,22,1,9,0
1374,2,1,2,0,0,67,17,5,12,0
578,6,0,1,110,110,51,3,5,1,0
4709,6,1,1,125,125,77,24,4,1,0
2919,3,1,0,180,180,89,11,6,12,0
1852,6,0,1,120,120,50,2,4,21,0
1153,4,1,1,120,120,91,10,1,18,0
2600,2,1,2,0,0,57,22,0,23,0
2575,4,1,1,160,160,84,11,6,12,0
3685,2,1,2,0,0,82,29,6,10,0
2612,0,0,0,350,350,71,17,4,17,0
3726,1,0,2,100,100,68,20,1,19,0
3767,0,1,0,340,340,93,3,5,3,0
776,3,0,0,130,130,45,22,3,2,0
4248,4,0,1,110,110,60,16,4,13,0
1278,6,0,1,130,130,50,6,0,11,0
3840,5,0,0,340,340,73,8,4,2,0
4340,3,0,0,140,140,49,20,2,17,0
2875,6,1,1,140,140,73,24,1,16,0
3483,5,1,0,290,290,88,20,5,22,0
3916,2,1,2,0,0,54,14,4,0,0
3048,2,1,2,0,0,55,14,2,21,0
2917,6,1,1,140,140,94,6,5,5,0
3663,1,1,2,100,100,88,29,6,7,0
2868,6,0,1,140,140,67,31,0,5,0
1717,2,1,2,0,0,65,1,5,11,0
