,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,result
3768,2,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,0
1877,0,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,0
2916,1,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,0
2557,0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,0
2919,2,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,0
484,1,0.485,0.37,0.13,0.458,0.181,0.113,0.136,0
2784,0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,0
3865,1,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,0
789,0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0
2217,2,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,0
1545,1,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,0
1410,1,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,0
4036,1,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,0
2910,1,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,0
1494,2,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,0
2739,1,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,0
173,0,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,0
2283,1,0.47,0.385,0.13,0.587,0.264,0.117,0.174,0
526,2,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,0
3343,2,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,0
3573,2,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,0
3469,2,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,0
1243,1,0.48,0.37,0.12,0.536,0.251,0.114,0.15,0
3909,1,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,0
1649,0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,0
981,1,0.375,0.29,0.095,0.213,0.096,0.041,0.061,0
3092,2,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,0
316,1,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,0
356,2,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,0
3952,0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,0
2670,1,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,0
516,2,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,0
2281,1,0.46,0.36,0.14,0.447,0.161,0.087,0.16,0
1711,2,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,0
2438,2,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,0
2867,2,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,0
1600,2,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,0
4004,0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,0
3947,2,0.635,0.52,0.175,1.292,0.6,0.269,0.367,0
288,2,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,0
1053,2,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,0
565,0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,0
2532,0,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,0
30,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,0
3198,2,0.61,0.49,0.16,1.146,0.597,0.246,0.265,0
2769,2,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,0
906,0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,0
1994,0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,0
988,1,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,0
1093,1,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,0
980,1,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,0
2533,0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,0
3096,2,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,0
2932,0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,0
440,1,0.485,0.39,0.125,0.591,0.287,0.141,0.12,0
3805,2,0.565,0.47,0.195,1.142,0.387,0.258,0.35,0
471,0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,0
2329,0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,0
2786,1,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,0
1337,2,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,0
2994,1,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,0
1956,0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,0
3387,1,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,0
2549,2,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,0
903,2,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,0
954,0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,0
369,0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,0
3250,1,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,0
940,0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,0
3401,1,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,0
1501,0,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,0
2431,2,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,0
3760,1,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,0
3711,2,0.525,0.38,0.125,0.65,0.303,0.155,0.159,0
339,1,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,0
1617,2,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,0
499,0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,0
2447,1,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,0
374,0,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,0
2658,1,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,0
3381,2,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,0
963,0,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,0
490,1,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,0
3749,0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,0
1722,2,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,0
4041,2,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,0
1457,1,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,0
59,2,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,0
3447,1,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,0
2239,1,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,0
1912,2,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,0
1223,1,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,0
3830,0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,0
3621,2,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,0
3027,2,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,0
1381,2,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,0
485,2,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,0
1832,2,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,0
627,2,0.53,0.41,0.165,0.732,0.189,0.17,0.31,0
98,2,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,0
972,1,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,0
3279,0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,0
1247,1,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,0
3085,2,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,0
824,2,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,0
2598,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,0
1216,1,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,0
2666,1,0.495,0.38,0.145,0.515,0.175,0.098,0.212,0
3728,1,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,0
2278,1,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,0
1977,1,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,0
2446,1,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,0
4003,0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,0
1781,2,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,0
2565,2,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,0
1577,1,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,0
4126,1,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,0
771,2,0.48,0.36,0.1,0.439,0.194,0.099,0.115,0
1114,0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,0
3265,0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,0
1302,0,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,0
1304,1,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,0
2207,2,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,0
3507,2,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,0
802,0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,0
469,0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,0
1514,1,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,0
609,0,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,0
4127,1,0.54,0.4,0.145,0.757,0.315,0.181,0.215,0
2911,1,0.515,0.405,0.13,0.573,0.213,0.134,0.195,0
3784,1,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,0
1589,2,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,0
732,1,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,0
1993,0,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,0
3985,1,0.2,0.15,0.04,0.046,0.021,0.007,0.0065,0
759,1,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,0
1057,2,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,0
803,2,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,0
3949,0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,0
2613,0,0.655,0.53,0.19,1.428,0.493,0.318,0.565,0
2103,0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,0
4068,2,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,0
1234,1,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,0
2542,1,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,0
256,2,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,0
3511,1,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,0
1743,0,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,0
4134,0,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,0
3091,0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,0
2836,1,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,0
2521,2,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,0
961,0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,0
208,0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,0
650,0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,0
398,0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,0
2162,1,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,0
3877,0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,0
2041,0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,0
2538,1,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,0
2902,1,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,0
305,2,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,0
3657,2,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,0
2379,2,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,0
3269,2,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,0
3893,2,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,0
2526,2,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,0
2098,0,0.545,0.4,0.14,0.778,0.368,0.215,0.18,0
391,0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,0
3700,0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,0
318,0,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,0
2888,2,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,0
2423,2,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,0
200,0,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,0
4128,0,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,0
2134,2,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,0
544,0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,0
2476,0,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,0
3435,1,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,0
3887,0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,0
3001,1,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,0
1137,1,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,0
2673,0,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,0
2230,1,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,0
2801,0,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,0
3813,2,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,0
595,2,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,0
888,1,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,0
2430,2,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,0
2021,1,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,0
3629,2,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,0
1770,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,0
2558,0,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,0
202,2,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,0
1622,0,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,0
3882,2,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,0
3800,1,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,0
3754,2,0.68,0.54,0.155,1.534,0.671,0.379,0.384,0
3459,1,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,0
2097,2,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,0
380,2,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,0
3558,2,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,0
1996,2,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,0
2609,0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,0
3570,2,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,0
3276,2,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,0
2534,0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,0
846,0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,0
962,2,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,0
2843,1,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,0
3765,0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,0
1147,0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,0
126,0,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,0
705,2,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,0
3942,0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,0
3690,1,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,0
1597,0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,0
463,1,0.55,0.425,0.15,0.806,0.376,0.171,0.245,0
3982,2,0.585,0.46,0.15,1.206,0.581,0.216,0.323,0
3293,2,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,0
2692,2,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,0
3724,1,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,0
19,2,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,0
2336,2,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,0
1334,1,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,0
3559,1,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,0
140,2,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,0
3416,2,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,0
462,0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,0
3417,2,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,0
294,0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,0
2125,2,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,0
2146,2,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,0
4075,1,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,0
968,1,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,0
1002,1,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,0
3888,0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,0
4007,2,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,0
3543,1,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,0
1984,1,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,0
517,1,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,0
2535,0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,0
1091,2,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,0
1852,0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,0
3138,1,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,0
1157,0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,0
590,2,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,0
4079,2,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,0
2482,0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,0
3958,0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,0
1687,2,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,0
850,1,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,0
1695,1,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,0
2555,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,0
2508,1,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,0
3821,0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,0
411,0,0.345,0.25,0.09,0.203,0.078,0.059,0.055,0
3693,0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,0
3911,1,0.55,0.425,0.135,0.656,0.257,0.17,0.203,0
3241,0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,0
2102,2,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,0
2409,1,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,0
151,0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,0
3646,1,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,0
3817,2,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,0
217,2,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,0
2841,0,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,0
3428,0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,0
3824,2,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,0
2917,2,0.53,0.41,0.125,0.769,0.346,0.173,0.215,0
2734,2,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,0
278,0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,0
3053,0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,0
1210,1,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,0
328,2,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,0
2834,1,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,0
1961,0,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,0
2135,0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,0
1311,0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,0
654,1,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,0
3433,2,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,0
472,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,0
1282,0,0.565,0.44,0.15,0.863,0.435,0.149,0.27,0
317,2,0.475,0.375,0.125,0.593,0.277,0.115,0.18,0
3047,1,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,0
2174,1,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,0
708,0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,0
3836,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,0
1344,2,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,0
3158,1,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,0
3443,2,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,0
3797,0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,0
3361,2,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,0
1222,1,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,0
1201,2,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,0
1825,0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,0
17,2,0.59,0.445,0.14,0.931,0.356,0.234,0.28,0
2101,1,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,0
3317,1,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,0
934,0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,0
3642,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,0
3963,0,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,0
230,0,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,0
3373,1,0.28,0.205,0.08,0.127,0.052,0.039,0.042,0
683,1,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,0
2213,2,0.63,0.505,0.175,1.221,0.555,0.252,0.34,0
2634,0,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,0
2571,1,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,0
1350,2,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,0
3228,0,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,0
2496,2,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,0
2175,1,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,0
1735,0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,0
407,2,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,0
897,2,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,0
2665,0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,0
3741,2,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,0
1610,1,0.395,0.295,0.1,0.293,0.14,0.062,0.082,0
3937,1,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,0
425,1,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,0
3214,1,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,0
538,2,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,0
2591,2,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,0
502,0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,0
3046,1,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,0
758,1,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,0
4066,2,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,0
2465,1,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,0
2413,1,0.59,0.47,0.145,0.974,0.453,0.236,0.289,0
3599,1,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,0
2441,2,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,0
4170,1,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,0
3458,2,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,0
1259,1,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,0
2632,1,0.6,0.445,0.175,1.057,0.383,0.216,0.355,0
4050,1,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,0
3606,2,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,0
2646,0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,0
2119,0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,0
3013,2,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,0
1460,1,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,0
597,0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,0
21,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,0
3753,0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,0
2798,2,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,0
1525,2,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,0
1199,2,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,0
3319,1,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,0
673,1,0.4,0.31,0.1,0.306,0.13,0.06,0.094,0
1382,0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,0
2142,2,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,0
3665,1,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,0
1720,2,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,0
3328,2,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,0
2822,1,0.4,0.315,0.09,0.33,0.151,0.068,0.08,0
2740,1,0.35,0.265,0.095,0.199,0.073,0.049,0.06,0
3274,0,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,0
766,2,0.47,0.365,0.12,0.612,0.327,0.15,0.14,0
3481,2,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,0
513,2,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,0
1637,0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,0
1320,0,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,0
3200,2,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,0
1230,1,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,0
1434,2,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,0
1836,2,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,0
3045,1,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,0
363,0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,0
3860,0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,0
2444,1,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,0
2322,2,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,0
1615,1,0.44,0.305,0.115,0.379,0.162,0.091,0.11,0
1741,0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,0
3153,0,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,0
2472,2,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,0
1080,2,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,0
1214,1,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,0
3117,2,0.575,0.47,0.165,0.853,0.292,0.179,0.35,0
1347,2,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,0
3605,1,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,0
4035,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,0
244,0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,0
1862,0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,0
41,2,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,0
