,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
2952,6,0,1,140,140,62,18,5,16,0
4057,5,1,0,300,300,79,2,5,17,0
541,2,1,2,0,0,43,17,6,7,0
4540,5,0,0,330,330,57,11,3,8,0
3099,6,1,1,110,110,59,15,3,15,0
655,6,1,1,110,110,46,21,6,15,0
544,4,0,1,100,100,46,20,2,22,0
3883,6,1,1,130,130,93,28,0,18,0
3062,2,1,2,0,0,54,10,1,21,0
1611,1,1,2,70,70,80,30,0,18,0
4231,2,1,2,0,0,56,28,0,15,0
2793,3,1,0,180,180,90,2,1,12,0
3484,6,0,1,110,110,53,8,3,14,0
3397,1,1,2,60,60,76,20,4,1,0
1831,6,1,1,120,120,43,10,2,20,0
2870,3,0,0,180,180,55,26,4,11,0
3350,5,0,0,290,290,87,28,2,8,0
2224,4,0,1,115,115,48,15,5,3,0
3959,5,1,0,340,340,91,24,5,16,0
1892,2,1,2,0,0,55,20,4,15,0
1342,4,0,1,120,120,44,16,1,23,0
1193,5,1,0,340,340,76,19,6,18,0
1949,5,1,0,300,300,76,17,6,13,0
2528,0,0,0,350,350,73,23,6,5,0
4854,2,1,2,0,0,53,6,2,1,0
2381,1,1,2,90,90,89,19,4,5,0
2430,1,0,2,90,90,66,12,2,19,0
2749,6,1,1,140,140,86,18,1,5,0
2551,2,1,2,0,0,94,5,4,0,0
533,1,1,2,60,60,82,9,5,15,0
1698,6,0,1,120,120,60,10,4,14,0
4965,1,1,2,90,90,87,12,6,14,0
3770,5,0,0,340,340,53,25,6,2,0
2633,0,1,0,350,350,88,10,4,4,0
3500,3,0,0,150,150,56,9,4,21,0
4166,0,0,0,300,300,68,28,0,19,0
2446,5,0,0,330,330,64,17,1,12,0
1868,3,0,0,140,140,54,21,2,10,0
2984,1,0,2,120,120,69,5,0,6,0
1503,4,1,1,110,110,75,26,1,8,0
1331,1,1,2,100,100,82,5,4,1,0
3634,0,0,0,340,340,53,29,5,16,0
2428,3,0,0,145,145,57,2,0,15,0
1459,5,1,0,340,340,91,13,6,11,0
1196,3,0,0,150,150,67,22,2,8,0
1480,5,0,0,340,340,62,3,6,6,0
4525,2,1,2,0,0,94,29,0,15,0
4902,1,0,2,90,90,60,3,0,23,0
4997,4,1,1,115,115,93,5,0,5,0
3151,0,1,0,290,290,55,5,1,16,0
1786,1,0,2,70,70,60,21,2,8,0
4785,5,1,0,330,330,80,18,6,15,0
4015,5,1,0,300,300,58,26,1,16,0
3687,6,1,1,130,130,89,2,5,17,0
2554,4,0,1,160,160,65,24,5,22,0
583,2,1,2,0,0,56,8,3,8,0
1528,2,1,2,0,0,68,25,3,16,0
4201,0,1,0,300,300,68,6,5,8,0
3016,4,0,1,100,100,93,26,5,8,0
4353,4,1,1,110,110,45,26,4,2,0
3905,4,1,1,120,120,87,6,2,21,0
941,5,1,0,290,290,56,21,5,10,0
3024,3,0,0,130,130,73,9,1,12,0
4614,0,0,0,330,330,64,17,5,22,0
3598,3,0,0,150,150,63,5,5,11,0
4460,0,0,0,300,300,56,22,0,21,0
801,5,1,0,290,290,67,11,1,10,0
4411,0,1,0,300,300,55,10,2,8,0
1822,2,1,2,0,0,52,1,0,0,0
491,1,1,2,120,120,96,28,5,5,0
3216,2,1,2,0,0,55,1,3,5,0
409,5,1,0,350,350,82,5,0,13,0
477,1,1,2,120,120,73,14,5,6,0
3750,6,0,1,130,130,67,29,6,5,0
3088,0,0,0,290,290,60,16,6,14,0
4933,6,1,1,125,125,76,11,6,23,0
35,0,1,0,350,350,76,10,5,14,0
3298,0,0,0,290,290,34,27,3,16,0
2330,3,0,0,145,145,67,24,6,6,0
841,1,1,2,60,60,90,3,1,13,0
3835,4,1,1,120,120,76,16,4,21,0
3733,1,1,2,100,100,76,16,0,7,0
4817,0,1,0,330,330,81,18,1,5,0
2432,5,0,0,330,330,51,11,3,3,0
2063,4,1,1,115,115,73,11,3,8,0
2734,5,0,0,350,350,60,6,5,14,0
4350,2,1,2,0,0,43,10,0,4,0
2046,2,1,2,0,0,60,23,6,17,0
903,0,1,0,290,290,80,12,2,9,0
3764,6,0,1,130,130,59,25,1,5,0
3527,4,1,1,120,120,84,4,6,6,0
4251,1,1,2,70,70,48,5,5,11,0
2889,6,1,1,140,140,96,19,2,16,0
537,4,1,1,100,100,86,13,2,11,0
4521,4,1,1,115,115,76,24,5,2,0
3916,2,1,2,0,0,54,14,4,0,0
4811,1,1,2,90,90,77,6,2,8,0
2962,0,0,0,350,350,65,4,6,2,0
3564,0,0,0,340,340,72,21,6,14,0
859,4,1,1,100,100,89,25,2,6,0
300,3,0,0,180,180,46,10,1,11,0
2313,5,1,0,330,330,83,4,3,15,0
2327,5,1,0,330,330,76,8,3,23,0
2299,5,1,0,330,330,76,8,6,6,0
2094,1,0,2,90,90,49,15,5,18,0
2865,1,1,2,120,120,89,12,0,6,0
1808,2,1,2,0,0,49,15,5,11,0
4693,2,1,2,0,0,84,24,5,18,0
2085,3,1,0,145,145,73,2,1,9,0
2686,6,0,1,140,140,61,7,6,6,0
1254,1,0,2,100,100,63,13,4,14,0
3508,0,0,0,340,340,53,18,6,1,0
597,2,1,2,0,0,51,22,3,21,0
331,2,1,2,0,0,83,11,4,18,0
1310,1,0,2,100,100,48,7,4,23,0
1470,0,0,0,340,340,68,24,3,11,0
1437,2,1,2,0,0,76,21,5,13,0
1408,1,0,2,100,100,58,23,4,10,0
2898,3,0,0,180,180,60,23,2,11,0
2476,4,0,1,115,115,49,18,2,7,0
4840,2,1,2,0,0,61,12,4,0,0
2148,3,0,0,145,145,60,20,5,14,0
894,4,0,1,100,100,89,16,1,12,0
3260,6,0,1,110,110,34,19,0,8,0
2463,3,1,0,145,145,80,23,6,2,0
2079,0,1,0,330,330,95,27,3,20,0
3617,6,1,1,130,130,92,15,3,17,0
4768,0,0,0,330,330,56,18,4,1,0
2510,5,0,0,350,350,58,24,5,16,0
3175,5,1,0,290,290,37,14,5,1,0
1676,5,0,0,300,300,80,16,0,9,0
1313,6,1,1,130,130,93,10,0,14,0
1911,0,1,0,300,300,55,9,2,13,0
1884,1,0,2,70,70,51,12,3,16,0
1430,2,1,2,0,0,68,14,5,7,0
4650,1,0,2,90,90,53,22,3,2,0
1261,1,1,2,100,100,91,20,4,2,0
2804,5,0,0,350,350,57,8,0,2,0
4148,5,0,0,300,300,72,29,6,5,0
2841,4,1,1,160,160,91,1,0,20,0
3355,1,1,2,60,60,25,28,0,12,0
231,0,1,0,350,350,96,31,2,11,0
4003,4,1,1,110,110,75,15,5,23,0
518,0,0,0,290,290,67,25,4,16,0
2380,0,0,0,330,330,61,14,4,3,0
3127,6,1,1,110,110,42,23,0,7,0
2571,1,1,2,120,120,91,14,4,21,0
2360,1,0,2,90,90,59,6,0,3,0
734,3,0,0,130,130,45,10,1,4,0
2684,2,1,2,0,0,74,14,4,23,0
443,2,1,2,0,0,91,11,6,8,0
2564,1,0,2,120,120,55,15,2,9,0
1919,1,1,2,70,70,105,17,3,13,0
755,3,1,0,130,130,29,13,1,3,0
4255,4,1,1,110,110,53,13,4,1,0
2223,6,1,1,125,125,90,10,4,0,0
3961,4,1,1,120,120,81,28,4,23,0
2180,5,0,0,330,330,67,6,3,1,0
2533,4,1,1,160,160,89,14,2,10,0
3162,6,0,1,110,110,43,6,3,17,0
3267,6,1,1,110,110,76,17,1,19,0
2294,4,0,1,115,115,56,1,0,18,0
1057,0,1,0,340,340,91,5,3,9,0
2545,5,1,0,350,350,86,6,5,3,0
4410,3,0,0,140,140,45,25,1,17,0
1179,5,1,0,340,340,93,5,6,23,0
2353,1,1,2,90,90,88,17,5,12,0
3562,4,0,1,120,120,68,16,6,7,0
3813,6,1,1,130,130,93,16,4,17,0
3412,2,1,2,0,0,96,6,1,7,0
1783,4,1,1,110,110,45,18,6,1,0
2371,4,1,1,115,115,82,17,2,6,0
4982,6,0,1,125,125,61,25,4,12,0
2335,6,1,1,125,125,79,4,6,19,0
492,2,1,2,0,0,61,29,6,9,0
3054,1,0,2,60,60,52,24,5,18,0
855,1,1,2,60,60,25,24,5,21,0
4682,4,0,1,115,115,55,21,0,16,0
4029,5,1,0,300,300,77,21,2,16,0
821,2,1,2,0,0,56,13,3,7,0
4572,0,0,0,330,330,53,7,5,21,0
3537,1,1,2,100,100,85,26,3,17,0
3332,3,0,0,130,130,76,19,5,1,0
4158,3,0,0,140,140,74,14,6,15,0
4550,3,0,0,145,145,64,27,1,18,0
3646,4,0,1,120,120,46,14,5,9,0
2059,1,1,2,90,90,80,7,6,7,0
3239,6,1,1,110,110,57,29,3,21,0
3918,6,0,1,130,130,62,5,4,7,0
1991,5,1,0,300,300,94,30,0,14,0
122,5,0,0,350,350,49,11,3,10,0
2114,0,0,0,330,330,64,6,3,10,0
4392,2,1,2,0,0,55,20,1,3,0
4914,3,0,0,145,145,62,23,4,17,0
3118,2,1,2,0,0,59,25,6,11,0
878,5,0,0,290,290,77,24,5,0,0
800,2,1,2,0,0,45,6,0,8,0
2265,6,1,1,125,125,86,26,2,23,0
1990,2,1,2,0,0,69,28,5,2,0
3121,4,1,1,100,100,56,9,1,10,0
1908,6,0,1,120,120,56,6,6,16,0
3081,0,1,0,290,290,54,23,2,2,0
2987,6,1,1,140,140,76,26,0,4,0
3030,4,0,1,100,100,79,9,1,8,0
3724,3,0,0,150,150,56,14,2,12,0
4671,1,1,2,90,90,84,14,2,14,0
1585,5,1,0,300,300,68,1,6,5,0
476,0,0,0,350,350,47,13,4,1,0
488,4,0,1,160,160,63,25,2,13,0
4220,4,0,1,110,110,48,25,6,13,0
4456,5,0,0,300,300,59,14,2,7,0
1561,0,1,0,300,300,60,3,5,21,0
1621,6,1,1,120,120,70,12,5,17,0
4418,0,0,0,300,300,60,8,3,20,0
2512,4,0,1,160,160,67,26,0,22,0
4405,1,1,2,70,70,59,30,5,12,0
4103,0,1,0,300,300,65,10,1,7,0
1245,3,1,0,150,150,86,4,2,16,0
41,3,1,0,180,180,83,16,4,16,0
1517,4,1,1,110,110,78,13,5,15,0
1427,3,1,0,150,150,95,11,2,18,0
247,2,1,2,0,0,80,16,4,16,0
2888,5,0,0,350,350,74,30,4,1,0
4062,1,0,2,70,70,75,28,1,22,0
2105,4,1,1,115,115,90,27,1,5,0
2719,2,1,2,0,0,95,3,3,23,0
3920,3,0,0,150,150,45,10,5,14,0
502,4,0,1,100,100,71,9,2,8,0
2652,4,0,1,160,160,70,22,4,9,0
3446,1,0,2,60,60,61,19,5,5,0
4541,6,1,1,125,125,83,30,1,23,0
1704,5,0,0,300,300,57,17,4,4,0
3873,1,1,2,100,100,80,13,3,7,0
4480,3,0,0,140,140,62,31,0,17,0
3766,3,0,0,150,150,68,19,4,12,0
1258,4,0,1,120,120,57,17,1,11,0
2055,6,1,1,125,125,84,3,2,7,0
1980,3,0,0,140,140,62,18,2,11,0
3757,6,1,1,130,130,81,29,2,17,0
4738,4,0,1,115,115,61,27,3,18,0
1352,1,0,2,100,100,67,26,4,17,0
3827,6,1,1,130,130,83,10,5,18,0
4942,3,0,0,145,145,71,15,6,19,0
58,2,1,2,0,0,58,5,0,3,0
278,4,0,1,160,160,56,19,0,0,0
3962,3,0,0,150,150,57,15,0,14,0
715,1,1,2,60,60,45,22,3,5,0
2880,2,1,2,0,0,56,17,1,22,0
615,3,1,0,130,130,47,12,0,13,0
4318,4,0,1,110,110,60,7,3,13,0
1707,3,1,0,140,140,118,20,0,11,0
351,1,1,2,120,120,86,31,3,22,0
1195,4,1,1,120,120,85,21,1,4,0
2520,3,0,0,180,180,68,9,3,2,0
1212,1,0,2,100,100,54,7,4,13,0
4591,4,1,1,115,115,84,25,6,2,0
825,3,1,0,130,130,67,12,0,16,0
4144,3,0,0,140,140,63,21,0,15,0
4756,2,1,2,0,0,50,28,6,7,0
4629,1,1,2,90,90,89,1,5,13,0
2593,2,1,2,0,0,83,17,0,2,0
4380,6,0,1,120,120,46,28,5,10,0
1700,3,0,0,140,140,75,12,6,19,0
3274,6,0,1,110,110,34,11,6,7,0
2885,0,1,0,350,350,76,12,4,3,0
4683,3,1,0,145,145,80,5,1,8,0
2967,4,1,1,160,160,89,2,2,7,0
4708,5,0,0,330,330,48,5,6,10,0
2953,4,1,1,160,160,86,6,3,8,0
1840,3,0,0,140,140,49,20,5,17,0
958,3,0,0,130,130,58,4,3,8,0
3220,3,0,0,130,130,57,8,1,18,0
2199,1,1,2,90,90,88,26,5,18,0
1761,6,1,1,120,120,43,23,1,22,0
3386,6,0,1,110,110,85,17,2,1,0
660,2,1,2,0,0,59,26,4,22,0
4819,2,1,2,0,0,93,22,0,12,0
2120,3,0,0,145,145,63,12,2,23,0
2965,5,1,0,350,350,79,29,3,1,0
1816,5,0,0,300,300,55,26,2,6,0
4685,1,1,2,90,90,87,10,1,14,0
2891,3,1,0,180,180,85,20,5,23,0
2598,0,0,0,350,350,64,11,6,8,0
4133,2,1,2,0,0,65,26,0,14,0
638,1,0,2,60,60,54,4,2,13,0
3586,1,0,2,100,100,54,24,2,18,0
2314,6,0,1,125,125,71,9,4,18,0
1580,4,0,1,110,110,75,25,6,18,0
3851,0,1,0,340,340,82,16,6,4,0
2454,6,0,1,125,125,50,7,2,6,0
232,1,0,2,120,120,46,1,3,16,0
376,4,0,1,160,160,68,3,2,16,0
2271,5,1,0,330,330,97,7,0,12,0
1752,2,1,2,0,0,52,11,3,23,0
1295,0,1,0,340,340,76,23,3,23,0
4887,0,1,0,330,330,80,20,3,7,0
2076,6,0,1,125,125,44,17,2,6,0
911,1,1,2,60,60,87,3,1,3,0
3096,1,0,2,60,60,47,22,0,17,0
2784,6,0,1,140,140,63,2,2,17,0
4635,0,1,0,330,330,78,11,6,9,0
4958,1,0,2,90,90,44,16,0,2,0
3914,0,0,0,340,340,66,10,5,17,0
2692,5,0,0,350,350,48,21,5,2,0
1623,3,1,0,140,140,80,15,1,22,0
1735,3,1,0,140,140,49,21,4,5,0
4560,2,1,2,0,0,62,15,5,4,0
1749,3,1,0,140,140,42,8,0,16,0
981,1,1,2,60,60,81,25,2,10,0
2246,3,0,0,145,145,68,24,2,4,0
569,2,1,2,0,0,60,25,3,16,0
2941,0,1,0,350,350,77,13,1,15,0
559,3,1,0,130,130,51,15,0,3,0
4773,4,1,1,115,115,84,29,2,22,0
2200,2,1,2,0,0,74,1,6,21,0
1637,3,1,0,140,140,72,1,4,9,0
208,4,0,1,160,160,48,8,0,18,0
1902,4,0,1,110,110,47,30,0,5,0
658,0,0,0,290,290,51,24,2,10,0
1937,4,1,1,110,110,77,5,1,10,0
3460,1,0,2,60,60,67,4,3,4,0
2780,0,0,0,350,350,69,23,4,3,0
899,5,1,0,290,290,45,22,6,0,0
2607,2,1,2,0,0,76,25,4,11,0
3514,3,0,0,150,150,67,30,5,21,0
3759,3,1,0,150,150,84,2,1,0,0
4633,4,1,1,115,115,95,5,0,3,0
568,1,0,2,60,60,48,24,2,10,0
89,4,1,1,160,160,90,5,3,12,0
138,4,0,1,160,160,50,27,5,15,0
3435,6,1,1,110,110,86,22,3,3,0
3003,3,1,0,130,130,97,21,6,0,0
4980,2,1,2,0,0,74,20,4,6,0
3316,6,0,1,110,110,86,11,1,1,0
3647,3,1,0,150,150,82,2,3,0,0
2669,1,1,2,120,120,87,30,4,7,0
1932,0,0,0,300,300,55,31,3,4,0
2359,0,1,0,330,330,75,1,6,1,0
2592,1,0,2,120,120,60,28,2,11,0
1339,2,1,2,0,0,79,13,5,11,0
3366,4,0,1,100,100,45,19,0,11,0
2951,5,1,0,350,350,80,3,4,1,0
3334,1,0,2,60,60,76,23,5,8,0
3477,6,1,1,110,110,83,19,4,2,0
4401,6,1,1,120,120,53,21,5,22,0
4561,5,1,0,330,330,86,4,3,19,0
4466,3,0,0,140,140,54,2,2,18,0
4639,6,1,1,125,125,74,18,4,23,0
2850,0,0,0,350,350,62,25,6,15,0
1691,6,1,1,120,120,63,2,3,22,0
2291,2,1,2,0,0,91,16,5,12,0
4901,0,1,0,330,330,92,15,2,7,0
4125,1,1,2,70,70,68,11,2,11,0
2511,6,1,1,140,140,81,11,6,7,0
4967,5,1,0,330,330,73,15,5,21,0
426,3,0,0,180,180,61,22,3,22,0
1253,0,1,0,340,340,88,12,3,10,0
4874,1,0,2,90,90,47,14,0,21,0
4223,1,1,2,70,70,46,15,0,12,0
1334,6,0,1,130,130,50,8,0,14,0
240,2,1,2,0,0,50,9,4,9,0
2164,1,0,2,90,90,51,15,6,18,0
2745,0,1,0,350,350,93,13,4,15,0
4451,4,1,1,110,110,85,23,3,2,0
424,6,0,1,140,140,44,20,1,13,0
1890,0,0,0,300,300,50,18,2,4,0
2831,2,1,2,0,0,83,14,5,10,0
980,0,0,0,290,290,46,17,5,16,0
2714,6,0,1,140,140,71,9,4,18,0
3225,6,1,1,110,110,53,3,4,23,0
2352,0,0,0,330,330,60,12,4,9,0
246,1,0,2,120,120,45,15,3,13,0
2580,5,0,0,350,350,63,6,6,17,0
1615,4,1,1,110,110,75,6,6,3,0
2663,2,1,2,0,0,78,27,3,11,0
4700,2,1,2,0,0,74,21,2,6,0
1906,2,1,2,0,0,54,4,4,5,0
93,2,1,2,0,0,83,9,0,6,0
1997,2,1,2,0,0,96,5,6,4,0
271,4,1,1,160,160,87,12,0,13,0
4677,0,1,0,330,330,89,23,4,11,0
4778,5,0,0,330,330,61,21,2,3,0
3323,6,1,1,110,110,56,26,2,9,0
4254,6,0,1,120,120,59,28,3,10,0
295,1,1,2,120,120,77,5,3,12,0
2472,1,0,2,90,90,56,18,6,22,0
4026,0,0,0,300,300,82,2,1,18,0
4445,3,1,0,140,140,96,13,6,6,0
4632,6,0,1,125,125,66,21,6,11,0
1167,4,1,1,120,120,90,24,1,13,0
1958,4,0,1,110,110,71,26,1,21,0
3195,2,1,2,0,0,50,12,1,21,0
1257,6,1,1,130,130,81,16,0,6,0
2521,0,1,0,350,350,90,28,1,17,0
2383,5,1,0,330,330,78,29,5,9,0
4168,2,1,2,0,0,70,1,6,2,0
1535,2,1,2,0,0,72,2,4,9,0
1357,3,1,0,150,150,91,31,2,14,0
708,1,0,2,60,60,51,15,3,8,0
2811,5,1,0,350,350,76,9,2,14,0
4079,6,1,1,120,120,70,31,3,20,0
1218,0,0,0,340,340,70,13,3,17,0
2354,2,1,2,0,0,53,22,5,14,0
578,6,0,1,110,110,51,3,5,1,0
2856,3,0,0,180,180,70,8,4,12,0
3483,5,1,0,290,290,88,20,5,22,0
3161,5,1,0,290,290,54,22,3,2,0
4378,2,1,2,0,0,49,25,6,4,0
1648,5,0,0,300,300,72,15,4,15,0
2022,3,0,0,145,145,58,30,3,10,0
2296,0,0,0,330,330,69,11,1,23,0
2774,1,0,2,120,120,68,15,3,7,0
2037,0,1,0,330,330,74,14,4,9,0
2080,1,0,2,90,90,55,28,4,2,0
2308,4,0,1,115,115,66,5,0,2,0
3685,2,1,2,0,0,82,29,6,10,0
3674,4,0,1,120,120,62,6,1,8,0
4971,0,1,0,330,330,82,23,4,12,0
4139,1,1,2,70,70,75,27,1,10,0
2721,6,1,1,140,140,78,7,3,5,0
1498,0,0,0,340,340,51,21,3,11,0
209,3,1,0,180,180,76,9,1,2,0
3150,3,0,0,130,130,42,17,3,1,0
3406,5,0,0,290,290,75,27,4,11,0
4056,2,1,2,0,0,74,18,4,2,0
3057,6,1,1,110,110,53,14,5,16,0
4216,1,0,2,70,70,38,17,0,0,0
4517,1,1,2,90,90,82,17,0,12,0
4714,2,1,2,0,0,46,15,3,7,0
2943,2,1,2,0,0,91,19,0,21,0
1841,0,1,0,300,300,52,21,6,19,0
549,5,1,0,290,290,48,14,3,13,0
3735,5,1,0,340,340,90,20,0,14,0
415,2,1,2,0,0,87,11,6,17,0
4910,2,1,2,0,0,67,18,3,3,0
2289,0,1,0,330,330,73,6,4,7,0
885,5,1,0,290,290,75,29,3,16,0
2424,2,1,2,0,0,52,10,5,6,0
3925,6,1,1,130,130,78,4,4,19,0
4978,0,0,0,330,330,63,17,5,0,0
2342,6,0,1,125,125,49,11,3,11,0
1435,0,1,0,340,340,87,19,3,5,0
4252,2,1,2,0,0,52,24,3,3,0
2566,5,0,0,350,350,62,18,1,16,0
2930,5,0,0,350,350,69,16,3,13,0
3236,1,0,2,60,60,48,4,6,23,0
3158,0,0,0,290,290,51,30,6,4,0
3226,4,0,1,100,100,47,18,5,14,0
812,0,0,0,290,290,65,17,2,11,0
2496,6,0,1,125,125,64,18,2,4,0
2954,3,0,0,180,180,51,21,4,23,0
410,6,0,1,140,140,63,6,1,18,0
4236,0,0,0,300,300,60,24,4,20,0
1070,3,0,0,150,150,45,18,2,0,0
1183,0,1,0,340,340,97,9,3,18,0
1026,6,0,1,130,130,56,31,2,11,0
2957,2,1,2,0,0,82,13,1,21,0
4567,2,1,2,0,0,97,13,5,16,0
1249,5,1,0,340,340,82,8,6,13,0
2858,1,0,2,120,120,47,12,3,18,0
87,5,1,0,350,350,79,3,1,3,0
3470,6,0,1,110,110,61,23,5,14,0
2874,5,0,0,350,350,47,5,3,1,0
4145,0,1,0,300,300,70,5,1,7,0
1900,5,0,0,300,300,58,28,5,17,0
1209,4,1,1,120,120,85,4,1,21,0
418,4,0,1,160,160,71,14,2,8,0
3991,0,1,0,340,340,82,24,3,5,0
1725,5,1,0,300,300,47,10,0,5,0
1066,2,1,2,0,0,53,14,5,3,0
4154,2,1,2,0,0,75,9,4,2,0
4395,4,1,1,110,110,42,10,2,2,0
1657,4,1,1,110,110,67,25,0,12,0
3979,2,1,2,0,0,79,1,3,12,0
4518,2,1,2,0,0,63,6,5,3,0
2697,1,1,2,120,120,97,14,5,7,0
3716,4,0,1,120,120,45,30,6,9,0
1849,1,1,2,70,70,54,30,1,14,0
3269,3,1,0,130,130,45,20,0,2,0
485,2,1,2,0,0,94,22,6,22,0
4104,1,0,2,70,70,70,29,6,23,0
3080,3,0,0,130,130,59,4,4,10,0
1146,4,0,1,120,120,46,3,1,8,0
4507,4,1,1,115,115,83,30,4,2,0
2756,6,0,1,140,140,47,7,6,17,0
2193,2,1,2,0,0,84,18,6,5,0
3194,1,0,2,60,60,56,28,0,5,0
4695,6,1,1,125,125,94,29,5,1,0
226,2,1,2,0,0,69,26,4,12,0
687,1,1,2,60,60,53,22,3,21,0
1306,6,0,1,130,130,58,3,0,3,0
465,5,1,0,350,350,79,2,0,22,0
1329,3,1,0,150,150,96,3,2,16,0
3912,4,0,1,120,120,48,7,6,10,0
2877,3,1,0,180,180,91,28,0,23,0
683,6,1,1,110,110,48,18,6,20,0
2097,6,1,1,125,125,88,18,1,13,0
4613,3,1,0,145,145,81,2,4,6,0
3810,1,0,2,100,100,48,23,1,18,0
4224,2,1,2,0,0,53,30,1,3,0
2770,6,0,1,140,140,62,8,5,17,0
1457,1,1,2,100,100,88,11,4,3,0
1796,6,0,1,120,120,44,2,6,7,0
1612,2,1,2,0,0,73,1,1,20,0
304,5,0,0,350,350,57,14,5,6,0
712,4,0,1,100,100,43,19,0,9,0
4325,4,1,1,110,110,53,8,0,1,0
4032,3,0,0,140,140,74,14,5,15,0
1211,0,1,0,340,340,93,6,3,8,0
2796,2,1,2,0,0,60,24,5,10,0
4669,3,1,0,145,145,97,10,2,7,0
1411,6,1,1,130,130,98,26,0,23,0
2979,5,1,0,350,350,91,22,3,0,0
1248,2,1,2,0,0,46,7,5,8,0
2477,3,1,0,145,145,76,23,2,9,0
402,5,0,0,350,350,46,29,0,3,0
1107,1,1,2,100,100,85,25,4,10,0
2445,2,1,2,0,0,79,12,0,9,0
191,2,1,2,0,0,90,21,2,11,0
3698,1,0,2,100,100,46,10,0,20,0
2237,6,1,1,125,125,78,27,1,8,0
771,1,1,2,60,60,67,15,5,15,0
3799,6,1,1,130,130,94,31,1,17,0
3181,2,1,2,0,0,42,24,2,21,0
3368,0,0,0,290,290,88,16,6,17,0
1747,6,1,1,120,120,49,6,5,11,0
4802,3,0,0,145,145,74,5,4,13,0
2149,0,1,0,330,330,88,21,6,20,0
1034,4,0,1,120,120,74,17,4,22,0
3868,5,0,0,340,340,68,17,0,2,0
920,5,0,0,290,290,71,30,2,23,0
4509,0,1,0,330,330,97,3,3,9,0
2746,1,0,2,120,120,45,31,1,7,0
3413,5,1,0,290,290,67,21,2,23,0
1607,6,1,1,120,120,63,26,3,9,0
2873,2,1,2,0,0,87,20,1,10,0
2311,1,1,2,90,90,77,25,2,11,0
4584,4,0,1,115,115,47,30,1,14,0
4865,3,1,0,145,145,80,15,5,2,0
1132,4,0,1,120,120,65,19,1,12,0
4301,2,1,2,0,0,50,22,2,15,0
2801,0,1,0,350,350,81,19,0,4,0
4014,2,1,2,0,0,82,11,0,1,0
3908,1,0,2,100,100,58,30,0,20,0
1801,2,1,2,0,0,50,7,4,19,0
4835,6,1,1,125,125,79,21,5,19,0
4174,1,0,2,70,70,68,12,4,22,0
4314,1,0,2,70,70,45,30,4,0,0
3882,5,0,0,340,340,70,13,6,3,0
4566,1,0,2,90,90,70,28,4,0,0
3832,2,1,2,0,0,59,23,1,23,0
1758,1,0,2,70,70,44,19,4,15,0
4361,3,1,0,140,140,46,10,6,5,0
3652,6,0,1,130,130,63,25,3,5,0
642,4,0,1,100,100,45,8,6,13,0
2412,6,0,1,125,125,50,19,0,3,0
200,6,0,1,140,140,64,30,4,7,0
2617,4,1,1,160,160,95,12,0,22,0
2846,5,0,0,350,350,66,27,3,1,0
1291,5,1,0,340,340,78,19,6,4,0
3838,1,0,2,100,100,53,4,4,19,0
3612,3,0,0,150,150,62,31,0,12,0
4092,5,0,0,300,300,79,8,0,6,0
2653,3,1,0,180,180,97,7,5,1,0
2259,4,1,1,115,115,84,23,4,9,0
998,6,0,1,110,110,51,8,0,8,0
259,0,1,0,350,350,92,28,2,5,0
2185,1,1,2,90,90,87,9,4,12,0
1364,3,0,0,150,150,49,7,2,19,0
1158,5,0,0,340,340,66,15,6,16,0
3130,0,0,0,290,290,52,11,0,5,0
4741,1,1,2,90,90,74,16,4,16,0
2325,1,1,2,90,90,90,16,6,18,0
3567,5,1,0,340,340,80,14,4,12,0
4995,5,1,0,330,330,81,1,0,22,0
2550,1,0,2,120,120,69,28,4,8,0
2948,0,0,0,350,350,66,11,0,3,0
3305,0,1,0,290,290,76,22,3,5,0
1125,4,1,1,120,120,96,12,1,2,0
2062,6,0,1,125,125,51,10,2,2,0
2225,3,1,0,145,145,76,20,5,5,0
356,3,0,0,180,180,70,5,1,21,0
2713,5,1,0,350,350,94,22,0,2,0
2457,0,1,0,330,330,89,23,2,12,0
2135,0,1,0,330,330,78,17,5,17,0
3841,6,1,1,130,130,97,27,2,17,0
2968,3,0,0,180,180,44,17,3,23,0
4657,1,1,2,90,90,84,18,6,14,0
1017,2,1,2,0,0,80,5,2,14,0
3358,6,0,1,110,110,90,7,5,9,0
1745,2,1,2,0,0,46,4,3,6,0
3381,3,1,0,130,130,70,26,3,21,0
3143,3,1,0,130,130,55,20,5,13,0
1672,3,0,0,140,140,67,11,2,23,0
4007,2,1,2,0,0,72,9,4,13,0
531,3,1,0,130,130,80,7,3,6,0
394,2,1,2,0,0,66,21,6,13,0
1988,0,0,0,300,300,56,26,3,13,0
2681,3,1,0,180,180,76,22,0,0,0
4968,6,0,1,125,125,68,4,3,13,0
2659,4,1,1,160,160,79,19,4,21,0
1769,4,1,1,110,110,57,1,3,16,0
4665,2,1,2,0,0,73,3,4,17,0
2389,2,1,2,0,0,87,12,6,23,0
1061,6,1,1,130,130,88,9,0,4,0
497,0,1,0,350,350,90,4,4,7,0
4481,0,1,0,300,300,87,17,2,9,0
1080,2,1,2,0,0,69,28,5,23,0
2047,5,1,0,330,330,88,24,0,0,0
